custentity_hs_vid,salesreadines,buyingtimeframe,buyingreason,Projected Value
253868501,,,,"$39,000 - $44,000"
250674951,,,,"$15,000 - $29,000"
254128351,,,,"$39,000 - $44,000"
255086901,,,,"$15,000 - $29,000"
256022851,,,,"$15,000 - $29,000"
256084801,,,,"$15,000 - $29,000"
256110151,,,,"$15,000 - $29,000"
256372801,,,,"$15,000 - $29,000"
257190751,,,,"$8,000 - $13,000"
257526101,,,,"$50,000 - $65,000"
258154101,,,,"$39,000 - $44,000"
255806501,,,,"$15,000 - $29,000"
256959051,,,,"$50,000 - $65,000"
255753251,,,,"$39,000 - $44,000"
255559451,,,,"$15,000 - $29,000"
256744301,,,,"$15,000 - $29,000"
257524601,,,,"$15,000 - $29,000"
256190051,,,,"$15,000"
256488801,,,,"$39,000 - $44,000"
256279401,,,,"$15,000 - $29,000"
255366401,,,,"$15,000 - $29,000"
255803651,,,,"$15,000 - $29,000"
257630751,,,,"$39,000 - $44,000"
257449501,,,,"$15,000 - $29,000"
258029351,,,,"$50,000 - $65,000"
254690151,Warm,,,
255275901,,,,"$39,000 - $44,000"
255329651,,,,"$15,000 - $29,000"
254872701,,,,"$39,000 - $44,000"
255382901,,,,"$15,000"
255730801,,,,"$15,000 - $29,000"
256812801,,,,"$15,000 - $29,000"
256841501,,,,"$15,000 - $29,000"
255548001,,,,"$15,000 - $29,000"
256985101,,,,"$50,000 - $65,000"
257405451,,,,"$15,000 - $29,000"
256929551,,,,"$15,000 - $29,000"
256128801,,,,"$15,000 - $29,000"
254889051,,,,"$15,000 - $29,000"
254527301,,,,"$39,000 - $44,000"
255422551,,,,"$15,000 - $29,000"
254829151,,,,"$15,000 - $29,000"
256172851,,,,"$15,000 - $29,000"
257666851,,,,"$50,000 - $65,000"
256144701,,,,"$50,000 - $65,000"
256368701,,,,"$50,000 - $65,000"
255229001,,,,"$39,000 - $44,000"
254518701,,,,"$39,000 - $44,000"
257450451,,,,"$15,000 - $29,000"
256149451,,,,"$15,000 - $29,000"
257177051,,,,"$78,000 - $107,000"
257913551,,,,"$15,000 - $29,000"
254492601,,,,"$15,000"
255711151,,,,"$39,000 - $44,000"
255414701,,,,"$15,000 - $29,000"
256194001,,,,"$15,000 - $29,000"
255293601,,,,"$50,000 - $65,000"
255216801,,,,"$15,000 - $29,000"
255798951,,,,"$50,000 - $65,000"
256686801,,,,"$15,000 - $29,000"
256481001,,,,"$39,000 - $44,000"
254773901,,,,"$15,000 - $29,000"
255585951,,,,"$15,000 - $29,000"
255359901,,,,"$15,000 - $29,000"
254705801,,,,"$15,000 - $29,000"
255272351,,,,"$15,000 - $29,000"
254918301,,,,"$15,000 - $29,000"
255829651,,,,"$15,000 - $29,000"
256829951,,,,"$15,000"
255030401,,,,"$15,000"
255158151,,,,"$15,000 - $29,000"
256993251,,,,"$50,000 - $65,000"
254340251,,,,"$15,000 - $29,000"
256804601,,,,"$15,000 - $29,000"
255268751,Cold,,,
257001451,,,,"$15,000 - $29,000"
255063951,,,,"$15,000 - $29,000"
255856001,,,,"$39,000 - $44,000"
255010801,,,,"$15,000 - $29,000"
258041251,,,,"$15,000 - $29,000"
257137051,,,,"$15,000 - $29,000"
254394851,,,,"$39,000 - $44,000"
254929151,,,,"$15,000 - $29,000"
254939901,,,,"$15,000 - $29,000"
254728951,,,,"$15,000 - $29,000"
257082251,,,,"$39,000 - $44,000"
257001101,,,,"$15,000 - $29,000"
257103501,,,,"$39,000 - $44,000"
254564851,,,,"$177,000 - $200,000"
255532251,,,,"$15,000 - $29,000"
255606751,,,,"$15,000 - $29,000"
256296101,,,,"$15,000"
255833051,,,,"$50,000 - $65,000"
254436551,,,,"$50,000 - $65,000"
256295351,,,,"$15,000 - $29,000"
254435551,,,,"$50,000 - $65,000"
254698201,,,,"$15,000 - $29,000"
256111801,,,,"$15,000 - $29,000"
256496051,,,,"$15,000 - $29,000"
257642401,,,,"$15,000 - $29,000"
257452451,Warm,,,"$15,000 - $29,000"
258127001,,,,"$15,000 - $29,000"
255616451,,,,"$15,000 - $29,000"
258739052,,,,"$15,000 - $29,000"
259519351,,,,"$50,000 - $65,000"
261020301,,,,"$15,000 - $29,000"
259702652,,,,"$15,000 - $29,000"
261378451,,,,"$15,000 - $29,000"
258193001,,,,"$15,000 - $29,000"
260574851,,,,"$39,000 - $44,000"
261687701,,,,"$39,000 - $44,000"
259653751,,,,"$39,000 - $44,000"
261029251,,,,"$15,000 - $29,000"
258751051,,,,"$15,000 - $29,000"
259025751,,,,"$15,000 - $29,000"
259968601,,,,"$50,000 - $65,000"
259109701,,,,"$50,000 - $65,000"
260141751,,,,"$15,000 - $29,000"
260813751,,,,"$50,000 - $65,000"
259805251,,,,"$50,000 - $65,000"
259406901,,,,"$106,000 - $140,000"
261156051,,,,"$50,000 - $65,000"
259169851,,,,"$15,000 - $29,000"
258908451,,,,"$39,000 - $44,000"
261008601,,,,"$50,000 - $65,000"
260287451,,,,"$15,000 - $29,000"
261070551,,,,"$50,000 - $65,000"
261722051,,,,"$39,000 - $44,000"
258562101,,,,"$15,000 - $29,000"
261581001,,,,"$15,000"
260868051,,,,"$15,000 - $29,000"
258866701,,,,"$39,000 - $44,000"
259992601,,,,"$15,000 - $29,000"
259696401,,,,"$15,000"
259393051,,,,"$39,000 - $44,000"
259792401,,,,"$39,000 - $44,000"
259973901,Warm,,,"$39,000 - $44,000"
260593151,,,,"$15,000 - $29,000"
258264351,,,,"$39,000 - $44,000"
259173901,,,,"$15,000 - $29,000"
259532551,,,,"$15,000 - $29,000"
259464951,,,,"$50,000 - $65,000"
261556501,,,,"$50,000 - $65,000"
259208951,,,,"$15,000 - $29,000"
260684301,,,,"$15,000 - $29,000"
261062151,,,,"$15,000"
258934501,,,,"$15,000 - $29,000"
261682451,,,,"$15,000 - $29,000"
259887601,,,,"$15,000 - $29,000"
260116751,,,,"$15,000"
259951601,,,,"$15,000 - $29,000"
258553851,,,,"$15,000 - $29,000"
261591301,,,,"$50,000 - $65,000"
261648651,,,,"$15,000 - $29,000"
260619551,,,,"$50,000 - $65,000"
261584651,,,,"$15,000 - $29,000"
260092701,,,,"$50,000 - $65,000"
258304251,,,,"$15,000"
259563751,,,,"$15,000 - $29,000"
260837651,,,,"$15,000 - $29,000"
259419351,,,,"$15,000 - $29,000"
261757752,,,,"$15,000 - $29,000"
258662351,,,,"$15,000 - $29,000"
261610801,,,,"$39,000 - $44,000"
260111401,,,,"$15,000"
259001051,,,,"$15,000 - $29,000"
261574201,Warm,,,
261100351,,,,"$50,000 - $65,000"
260965951,,,,"$15,000 - $29,000"
259699401,,,,"$15,000"
258745051,,,,"$15,000 - $29,000"
258589651,,,,"$15,000"
259672001,,,,"$15,000 - $29,000"
260932401,,,,"$15,000 - $29,000"
260467001,,,,"$15,000 - $29,000"
258819501,,,,"$15,000 - $29,000"
258849451,,,,"$15,000 - $29,000"
261191001,,,,"$15,000 - $29,000"
260022451,,,,"$15,000 - $29,000"
261555801,,,,"$15,000 - $29,000"
261049951,,,,"$39,000 - $44,000"
260608601,,,,"$39,000 - $44,000"
258533051,,,,"$15,000 - $29,000"
259561902,,,,"$15,000 - $29,000"
260926551,,,,"$39,000 - $44,000"
259963551,,,,"$39,000 - $44,000"
261633401,,,,"$50,000 - $65,000"
260049251,,,,"$50,000 - $65,000"
259104151,,,,"$39,000 - $44,000"
259392401,,,,"$15,000"
259725201,Warm,,,
259808151,,,,"$15,000 - $29,000"
261435001,,,,"$39,000 - $44,000"
259144351,,,,"$15,000"
258688901,,,,"$39,000 - $44,000"
259761301,,,,"$15,000 - $29,000"
258360201,Warm,,,
259054751,,,,"$15,000 - $29,000"
258956701,,,,"$50,000 - $65,000"
260415351,,,,"$39,000 - $44,000"
260545651,,,,"$15,000 - $29,000"
258205851,,,,"$15,000 - $29,000"
258694551,,,,"$39,000 - $44,000"
263700151,,,,"$15,000"
263585201,,,,"$39,000 - $44,000"
262988201,,,,"$15,000 - $29,000"
262699951,,,,"$15,000 - $29,000"
264731351,,,,"$50,000 - $65,000"
264756951,,,,"$177,000 - $200,000"
262272951,,,,"$50,000 - $65,000"
263467951,,,,"$39,000 - $44,000"
263718051,,,,"$39,000 - $44,000"
264804051,,,,"$15,000"
263325101,,,,"$15,000 - $29,000"
262925451,,,,"$15,000 - $29,000"
263940251,,,,"$50,000 - $65,000"
262099901,Cold,,,
264006801,,,,"$39,000 - $44,000"
263273857,,,,"$39,000 - $44,000"
263682951,,,,"$15,000 - $29,000"
262233501,Warm,,,"$15,000 - $29,000"
262615451,,,,"$39,000 - $44,000"
264152451,,,,"$50,000 - $65,000"
262940051,,,,"$39,000 - $44,000"
264181501,,,,"$15,000 - $29,000"
264055801,,,,"$15,000 - $29,000"
263273463,,,,"$15,000"
264759951,,,,"$39,000 - $44,000"
262111701,,,,"$15,000 - $29,000"
263137251,,,,"$15,000 - $29,000"
264233201,,,,"$15,000 - $29,000"
262321901,,,,"$15,000 - $29,000"
263672551,,,,"$50,000 - $65,000"
264618901,,,,"$15,000 - $29,000"
263943401,,,,"$15,000 - $29,000"
262280951,,,,"$177,000 - $200,000"
263915501,,,,"$15,000"
262995451,,,,"$15,000 - $29,000"
262272251,,,,"$15,000 - $29,000"
262680051,,,,"$15,000 - $29,000"
263694551,,,,"$177,000 - $200,000"
264148951,,,,"$15,000 - $29,000"
261798901,,,,"$15,000 - $29,000"
263075551,,,,"$39,000 - $44,000"
262907101,,,,"$15,000 - $29,000"
263895501,,,,"$15,000 - $29,000"
264027851,,,,"$39,000 - $44,000"
262416601,,,,"$39,000 - $44,000"
263321551,,,,"$15,000 - $29,000"
264686151,,,,"$177,000 - $200,000"
264845901,,,,"$15,000 - $29,000"
262402853,,,,"$39,000 - $44,000"
264250951,Warm,,,
262083351,,,,"$15,000 - $29,000"
261889301,Cold,,,
262223151,,,,"$50,000 - $65,000"
264013101,Cold,,,
262549301,,,,"$15,000 - $29,000"
261857551,,,,"$15,000 - $29,000"
263211301,,,,"$15,000 - $29,000"
262899251,,,,"$15,000 - $29,000"
262884401,,,,"$50,000 - $65,000"
261804801,,,,"$39,000 - $44,000"
264792151,,,,"$177,000 - $200,000"
261917501,,,,"$15,000 - $29,000"
263457301,,,,"$15,000 - $29,000"
263809051,,,,"$15,000 - $29,000"
264482401,,,,"$50,000 - $65,000"
262656001,,,,"$39,000 - $44,000"
263186951,,,,"$39,000 - $44,000"
262971651,,,,"$15,000 - $29,000"
264005901,,,,"$15,000 - $29,000"
263976451,,,,"$15,000 - $29,000"
262853651,,,,"$177,000 - $200,000"
263137301,,,,"$15,000 - $29,000"
264057351,,,,"$50,000 - $65,000"
264038151,,,,"$39,000 - $44,000"
261822501,,,,"$39,000 - $44,000"
264022651,,,,"$50,000 - $65,000"
264756751,,,,"$15,000"
264270351,,,,"$15,000"
261916751,,,,"$50,000 - $65,000"
264637201,,,,"$50,000 - $65,000"
263105651,,,,"$15,000 - $29,000"
264523801,,,,"$15,000 - $29,000"
264352801,,,,"$15,000 - $29,000"
262059901,,,,"$15,000 - $29,000"
264363301,,,,"$15,000 - $29,000"
263275352,,,,"$177,000 - $200,000"
263860051,,,,"$39,000 - $44,000"
263858001,,,,"$78,000 - $107,000"
263650651,,,,"$15,000"
264347951,,,,"$15,000"
262054001,,,,"$15,000"
262955101,,,,"$15,000 - $29,000"
262980701,,,,"$15,000 - $29,000"
263888201,,,,"$15,000"
264652851,,,,"$39,000 - $44,000"
263278151,,,,"$15,000 - $29,000"
263403851,,,,"$15,000 - $29,000"
263194701,,,,"$15,000"
263768901,,,,"$15,000 - $29,000"
262056801,,,,"$15,000 - $29,000"
267179501,,,,"$39,000 - $44,000"
264908751,,,,"$15,000 - $29,000"
265719251,,,,"$15,000 - $29,000"
265926101,,,,"$39,000 - $44,000"
266810601,,,,"$39,000 - $44,000"
267117051,,,,"$15,000"
267338751,,,,"$15,000 - $29,000"
266176201,,,,"$15,000"
267854051,,,,"$50,000 - $65,000"
265151451,,,,"$15,000 - $29,000"
266308551,,,,"$15,000 - $29,000"
265606351,,,,"$15,000 - $29,000"
267614701,,,,"$15,000 - $29,000"
265324751,Warm,,,
267119051,,,,"$15,000 - $29,000"
265821951,,,,"$15,000 - $29,000"
266765001,,,,"$177,000 - $200,000"
266766551,,,,"$50,000 - $65,000"
265263351,,,,"$50,000 - $65,000"
266042851,,,,"$15,000 - $29,000"
264986101,,,,"$15,000 - $29,000"
264902901,,,,"$15,000 - $29,000"
266118301,,,,"$50,000 - $65,000"
267534001,Warm,,,
267868351,,,,"$15,000"
265646751,,,,"$15,000 - $29,000"
265852051,,,,"$39,000 - $44,000"
267542201,,,,"$39,000 - $44,000"
267501501,Warm,,,
265558151,,,,"$15,000 - $29,000"
267402151,,,,"$15,000"
266611901,,,,"$50,000 - $65,000"
265211302,,,,"$15,000 - $29,000"
266577801,,,,"$39,000 - $44,000"
265913001,,,,"$15,000 - $29,000"
267108251,,,,"$177,000 - $200,000"
265125301,Warm,,,"$106,000 - $140,000"
265669801,,,,"$177,000 - $200,000"
267509901,,,,"$15,000"
264884151,Warm,,,"$15,000 - $29,000"
266363551,,,,"$15,000 - $29,000"
266602651,,,,"$15,000 - $29,000"
267826551,,,,"$39,000 - $44,000"
266886501,,,,"$39,000 - $44,000"
267521151,,,,"$15,000 - $29,000"
267974251,,,,"$15,000"
266854001,,,,"$15,000 - $29,000"
265216601,,,,"$50,000 - $65,000"
265458251,,,,"$50,000 - $65,000"
266119751,,,,"$15,000 - $29,000"
267953251,,,,"$15,000"
264918101,,,,"$15,000 - $29,000"
265870151,,,,"$15,000"
265605751,,,,"$15,000"
267531601,,,,"$177,000 - $200,000"
265919101,,,,"$177,000 - $200,000"
266143352,,,,"$15,000 - $29,000"
264936301,,,,"$15,000 - $29,000"
265139301,,,,"$177,000 - $200,000"
266812751,,,,"$15,000"
267827551,,,,"$106,000 - $140,000"
265064551,,,,"$39,000 - $44,000"
265806201,,,,"$15,000 - $29,000"
265736551,Warm,,,"$177,000 - $200,000"
267444551,,,,"$15,000 - $29,000"
267785551,,,,"$50,000 - $65,000"
265576302,,,,"$15,000 - $29,000"
265115251,Warm,,,"$39,000 - $44,000"
266048101,,,,"$15,000 - $29,000"
265029901,,,,"$15,000"
265076751,,,,"$15,000 - $29,000"
266978351,,,,"$15,000 - $29,000"
265377051,Warm,,,
265503001,,,,"$50,000 - $65,000"
266549551,,,,"$39,000 - $44,000"
267252001,,,,"$39,000 - $44,000"
267898151,Cold,,,
265035551,,,,"$15,000 - $29,000"
267953451,,,,"$15,000 - $29,000"
267887651,Warm,,,
267872801,,,,"$15,000"
265069101,,,,"$15,000 - $29,000"
265687351,,,,"$15,000 - $29,000"
265597751,,,,"$15,000 - $29,000"
266060351,,,,"$50,000 - $65,000"
266229051,,,,"$50,000 - $65,000"
267261451,,,,"$15,000 - $29,000"
265218601,,,,"$15,000 - $29,000"
266725901,,,,"$15,000 - $29,000"
266026801,,,,"$50,000 - $65,000"
265167651,,,,"$50,000 - $65,000"
266866201,,,,"$15,000 - $29,000"
266710551,,,,"$15,000 - $29,000"
265192251,,,,"$15,000"
266819601,,,,"$39,000 - $44,000"
265045051,,,,"$15,000 - $29,000"
264928051,,,,"$15,000 - $29,000"
265545001,,,,"$15,000 - $29,000"
265254451,,,,"$39,000 - $44,000"
265873701,,,,"$106,000 - $140,000"
8766960270,,,,"$50,000 - $65,000"
268496901,,,,"$50,000 - $65,000"
8298105247,,,,"$50,000 - $65,000"
8312874871,,,,"$15,000"
269694751,Warm,,,
269989401,,,,"$15,000"
10663243161,,,,"$50,000 - $65,000"
268261101,,,,"$15,000 - $29,000"
269838851,,,,"$15,000 - $29,000"
10150764060,,,,"$15,000"
268188651,,,,"$50,000 - $65,000"
270030351,,,,"$50,000 - $65,000"
9031808638,,,,"$15,000 - $29,000"
10530075021,,,,"$15,000 - $29,000"
269062451,,,,"$15,000 - $29,000"
6968526945,,,,"$15,000 - $29,000"
9548583267,,,,"$15,000 - $29,000"
8611209733,,,,"$15,000 - $29,000"
7028502187,,,,"$15,000 - $29,000"
268988751,,,,"$106,000 - $140,000"
8292646668,,,,"$177,000 - $200,000"
8238645826,,,,"$15,000 - $29,000"
10006073894,,,,"$15,000 - $29,000"
268707401,,,,"$39,000 - $44,000"
10206660369,,,,"$15,000"
268715851,,,,"$78,000 - $107,000"
7080070742,,,,"$39,000 - $44,000"
268617301,,,,"$106,000 - $140,000"
269588301,,,,"$15,000 - $29,000"
5550592394,,,,"$177,000 - $200,000"
8301545388,,,,"$15,000 - $29,000"
9748775538,,,,"$15,000 - $29,000"
8984042779,,,,"$15,000 - $29,000"
270013552,,,,"$39,000 - $44,000"
9947101068,,,,"$39,000 - $44,000"
7704169305,,,,"$15,000 - $29,000"
7738894376,,,,"$39,000 - $44,000"
268596851,,,,"$15,000 - $29,000"
9784256348,,,,"$177,000 - $200,000"
269968751,,,,"$15,000 - $29,000"
9509152689,,,,"$15,000 - $29,000"
268525951,,,,"$177,000 - $200,000"
6861397895,,,,"$15,000 - $29,000"
9369942017,,,,"$15,000 - $29,000"
269647251,,,,"$15,000 - $29,000"
7835579529,,,,"$15,000"
269557651,Warm,,,
8254605184,,,,"$50,000 - $65,000"
269011851,,,,"$15,000 - $29,000"
269201551,,,,"$15,000 - $29,000"
268981901,,,,"$50,000 - $65,000"
268195451,,,,"$39,000 - $44,000"
8735899706,,,,"$15,000"
268221551,,,,"$50,000 - $65,000"
9239736874,,,,"$15,000 - $29,000"
268339051,,,,"$177,000 - $200,000"
8269903224,,,,"$15,000 - $29,000"
7595735850,,,,"$15,000 - $29,000"
267974501,,,,"$39,000 - $44,000"
8767475722,,,,"$15,000 - $29,000"
10182894445,,,,"$15,000 - $29,000"
10035868595,,,,"$15,000 - $29,000"
7762006807,,,,"$39,000 - $44,000"
268604851,,,,"$15,000 - $29,000"
6841608575,,,,"$39,000 - $44,000"
6341580357,,,,"$15,000 - $29,000"
268003651,,,,"$39,000 - $44,000"
269848751,,,,"$15,000 - $29,000"
269210551,,,,"$50,000 - $65,000"
9437781303,,,,"$15,000"
9440221292,,,,"$15,000 - $29,000"
7103916717,,,,"$50,000 - $65,000"
268033851,,,,"$50,000 - $65,000"
10644547505,,,,"$39,000 - $44,000"
8687516696,,,,"$15,000 - $29,000"
268241201,,,,"$15,000 - $29,000"
270015701,,,,"$50,000 - $65,000"
270037451,,,,"$39,000 - $44,000"
9399752085,,,,"$15,000 - $29,000"
10038373250,,,,"$15,000"
8360996237,,,,"$177,000 - $200,000"
268183851,,,,"$15,000"
268852701,,,,"$15,000"
9385055672,,,,"$15,000 - $29,000"
270033351,,,,"$39,000 - $44,000"
8989593359,,,,"$15,000 - $29,000"
6400436890,,,,"$15,000 - $29,000"
9420003474,,,,"$15,000"
270022901,,,,"$15,000 - $29,000"
7347851783,,,,"$50,000 - $65,000"
269908451,,,,"$177,000 - $200,000"
7575836025,,,,"$15,000 - $29,000"
7210407472,,,,"$15,000 - $29,000"
7457864828,,,,"$177,000 - $200,000"
269288951,,,,"$15,000 - $29,000"
8613888148,,,,"$15,000 - $29,000"
7640734865,,,,"$15,000 - $29,000"
6419870296,Cold,,,
7376433236,,,,"$50,000 - $65,000"
268578301,,,,"$15,000 - $29,000"
13006648128,,,,"$15,000 - $29,000"
17868721167,,,,"$15,000 - $29,000"
10824204839,,,,"$15,000"
16643673095,,,,"$39,000 - $44,000"
14361628695,,,,"$15,000 - $29,000"
12383839796,,,,"$15,000 - $29,000"
18204162589,,,,"$15,000 - $29,000"
13681791077,,,,"$15,000 - $29,000"
13640311327,,,,"$177,000 - $200,000"
11887303063,,,,"$15,000 - $29,000"
11452330115,,,,"$78,000 - $107,000"
18304093721,,,,"$15,000 - $29,000"
15777552460,,,,"$15,000 - $29,000"
14833040693,,,,"$15,000 - $29,000"
18306503688,,,,"$39,000 - $44,000"
12087250779,,,,"$50,000 - $65,000"
13607853883,,,,"$15,000 - $29,000"
14960451482,,,,"$39,000 - $44,000"
15527322547,,,,"$15,000 - $29,000"
18379668663,,,,"$15,000 - $29,000"
10805851172,,,,"$15,000 - $29,000"
17996853893,,,,"$15,000 - $29,000"
18212663224,,,,"$39,000 - $44,000"
10956157502,,,,"$50,000 - $65,000"
17173783189,,,,"$106,000 - $140,000"
17375098768,Warm,,,
17199671830,,,,"$15,000 - $29,000"
15885744287,,,,"$15,000"
18394830383,,,,"$15,000 - $29,000"
13268336029,Warm,,,"$15,000 - $29,000"
14627998627,,,,"$39,000 - $44,000"
15841321331,,,,"$15,000 - $29,000"
10957021788,,,,"$15,000 - $29,000"
15717471646,,,,"$50,000 - $65,000"
11877176487,,,,"$15,000 - $29,000"
12329367210,,,,"$15,000 - $29,000"
12948657823,,,,"$50,000 - $65,000"
16614476566,,,,"$15,000"
11274343512,,,,"$15,000 - $29,000"
15221020512,,,,"$50,000 - $65,000"
15248312451,Cold,,,
12355758100,,,,"$15,000 - $29,000"
16162731063,,,,"$15,000 - $29,000"
12702965320,,,,"$15,000"
16916704290,,,,"$15,000 - $29,000"
11395126598,,,,"$15,000 - $29,000"
14865873769,,,,"$15,000"
13719622840,Cold,,,
14121824059,,,,"$177,000 - $200,000"
17729449287,,,,"$39,000 - $44,000"
17852913563,,,,"$15,000 - $29,000"
11824608586,,,,"$39,000 - $44,000"
15394166292,,,,"$15,000 - $29,000"
16170265177,,,,"$177,000 - $200,000"
17395498838,,,,"$15,000 - $29,000"
11610385030,Cold,,,
11853674759,Warm,,,
11542053991,,,,"$15,000 - $29,000"
16578292914,,,,"$78,000 - $107,000"
14824917559,,,,"$39,000 - $44,000"
15566485838,,,,"$15,000 - $29,000"
16056097439,,,,"$15,000 - $29,000"
14806484758,,,,"$15,000"
14021425185,,,,"$15,000 - $29,000"
11924696928,,,,"$15,000 - $29,000"
13016424051,,,,"$177,000 - $200,000"
18170829747,,,,"$15,000 - $29,000"
14832961200,,,,"$50,000 - $65,000"
16998660995,,,,"$39,000 - $44,000"
16053828182,,,,"$50,000 - $65,000"
10924500113,,,,"$15,000 - $29,000"
13430719794,,,,"$39,000 - $44,000"
11588374785,Cold,,,
14286653007,,,,"$39,000 - $44,000"
14772843853,,,,"$15,000 - $29,000"
14844899613,,,,"$15,000 - $29,000"
13052234793,,,,"$39,000 - $44,000"
11205923641,,,,"$15,000"
15884970245,,,,"$15,000"
13140852382,,,,"$15,000 - $29,000"
13617198457,,,,"$39,000 - $44,000"
13149820203,Warm,,,
13748563613,,,,"$50,000 - $65,000"
13685311824,,,,"$39,000 - $44,000"
12799245825,,,,"$15,000 - $29,000"
16903063657,Cold,,,
13820155222,,,,"$39,000 - $44,000"
16357609746,,,,"$106,000 - $140,000"
12979285843,,,,"$39,000 - $44,000"
16424516361,,,,"$106,000 - $140,000"
13443925922,,,,"$39,000 - $44,000"
16891716902,,,,"$50,000 - $65,000"
16452143723,,,,"$15,000 - $29,000"
16171632668,,,,"$39,000 - $44,000"
16256505869,,,,"$106,000 - $140,000"
10960932777,,,,"$50,000 - $65,000"
12411917360,,,,"$39,000 - $44,000"
13010903166,Cold,,,
13688020770,,,,"$15,000 - $29,000"
17690111122,,,,"$15,000"
23364417957,,,,"$15,000 - $29,000"
22028564741,,,,"$15,000 - $29,000"
23993389852,,,,"$15,000 - $29,000"
25792496982,,,,"$15,000 - $29,000"
18466632615,Warm,,,"$39,000 - $44,000"
18417067945,,,,"$15,000 - $29,000"
19566933595,,,,"$39,000 - $44,000"
20278353845,,,,"$39,000 - $44,000"
23480992649,,,,"$15,000 - $29,000"
26815774078,,,,"$39,000 - $44,000"
19148159348,,,,"$39,000 - $44,000"
20942928487,,,,"$39,000 - $44,000"
21953602468,,,,"$177,000 - $200,000"
21988149173,,,,"$15,000"
22641558439,,,,"$15,000"
24555009209,,,,"$177,000 - $200,000"
25837185583,,,,"$15,000 - $29,000"
19867874823,,,,"$39,000 - $44,000"
18852995464,,,,"$39,000 - $44,000"
18850779815,,,,"$39,000 - $44,000"
21249358262,,,,"$15,000"
21554346885,,,,"$15,000"
25066041142,,,,"$50,000 - $65,000"
20320400244,,,,"$15,000 - $29,000"
18425143679,,,,"$15,000 - $29,000"
25367559243,,,,"$15,000"
24680802907,,,,"$39,000 - $44,000"
26157681233,,,,"$50,000 - $65,000"
21942845098,,,,"$15,000 - $29,000"
23545773344,,,,"$50,000 - $65,000"
19274330009,,,,"$39,000 - $44,000"
26729583971,,,,"$15,000 - $29,000"
21243580002,,,,"$39,000 - $44,000"
22887373925,,,,"$50,000 - $65,000"
27146197597,,,,"$39,000 - $44,000"
19662456488,,,,"$50,000 - $65,000"
20536644677,,,,"$15,000 - $29,000"
19630625615,,,,"$15,000 - $29,000"
20472896538,,,,"$39,000 - $44,000"
21290944596,,,,"$39,000 - $44,000"
21041921109,,,,"$15,000 - $29,000"
25861613080,,,,"$15,000 - $29,000"
27738893116,,,,"$177,000 - $200,000"
27770359628,,,,"$177,000 - $200,000"
18426708514,,,,"$15,000"
22917268619,,,,"$50,000 - $65,000"
19392703384,,,,"$15,000 - $29,000"
24481209167,,,,"$15,000 - $29,000"
24274193827,,,,"$15,000 - $29,000"
27317909565,,,,"$15,000 - $29,000"
22110285925,,,,"$39,000 - $44,000"
27861286958,,,,"$15,000 - $29,000"
24492668770,,,,"$39,000 - $44,000"
22675643422,,,,"$15,000 - $29,000"
19293630325,,,,"$15,000 - $29,000"
23738321784,,,,"$177,000 - $200,000"
27147144327,,,,"$15,000"
22015582371,,,,"$15,000 - $29,000"
21620100104,,,,"$177,000 - $200,000"
25101827213,,,,"$15,000 - $29,000"
27802179468,,,,"$39,000 - $44,000"
23601103125,,,,"$15,000 - $29,000"
25796146235,,,,"$50,000 - $65,000"
24154691087,,,,"$50,000 - $65,000"
24575559010,,,,"$177,000 - $200,000"
27210952278,,,,"$78,000 - $107,000"
18920045323,,,,"$39,000 - $44,000"
22601565076,,,,"$50,000 - $65,000"
23756433474,,,,"$39,000 - $44,000"
26761042346,,,,"$15,000"
23503001948,,,,"$15,000 - $29,000"
23420487494,,,,"$15,000"
25351016881,,,,"$15,000 - $29,000"
23731731778,,,,"$39,000 - $44,000"
22949108510,,,,"$15,000 - $29,000"
27327074320,,,,"$15,000 - $29,000"
22017889182,,,,"$177,000 - $200,000"
25094264444,,,,"$15,000 - $29,000"
25073101239,,,,"$15,000 - $29,000"
